days_active,sessions_count,last_active_days,time_spent_learning,first_week_activity,completed_onboarding,tasks_attempted,tasks_completed,failure_rate,average_task_time,solution_view_attempts,solution_locked_hits,paywall_hits,paid_upgrade_done,dsa_sheet_access_attempts,avg_page_load_time,error_timeout_count,editor_video_crash_count,forced_relogin_count,login_failures,average_login_time,churn
3,67,13,406.21,0,1,91,17,0.8,21.58,28,22,14,0,2,3.02,6,2,20,2,2.23,0
37,39,1,434.76,19,0,118,82,0.39,5.34,0,14,3,1,14,5.91,0,0,7,0,6.71,0
50,14,20,120.36,14,0,140,102,0.71,10.71,21,23,19,1,8,0.53,8,2,14,4,10.58,0
18,64,29,154.6,1,0,70,114,0.68,83.64,5,12,10,1,8,5.54,0,2,10,4,2.11,1
9,86,17,422.54,26,1,48,51,0.04,70.07,34,20,20,0,2,1.62,1,10,9,9,4.58,0
54,92,1,404.2,30,1,48,84,0.33,7.53,5,30,14,0,10,1.86,10,10,13,10,4.83,0
16,113,27,410.28,9,1,26,70,0.83,51.44,24,26,19,1,2,2.21,3,0,6,10,11.66,1
58,83,3,162.86,36,1,91,61,0.87,53.21,27,21,8,1,11,5.6,9,9,20,1,10.29,0
33,19,16,198.23,8,0,69,89,0.57,77.15,36,3,15,1,15,3.91,10,10,7,7,11.9,0
35,85,24,219.62,11,1,123,1,0.17,64.88,14,22,18,1,12,5.96,12,6,20,2,10.18,1
56,12,9,282.87,37,0,143,49,0.6,27.24,25,24,15,0,2,0.75,7,5,1,2,8.15,0
18,93,10,115.15,6,0,127,89,0.55,65.03,30,0,16,0,3,4.05,13,9,20,1,6.11,0
45,15,20,306.55,39,1,136,83,0.73,42.75,17,2,19,1,10,1.74,6,4,8,6,2.07,0
12,8,0,345.78,23,0,141,12,0.94,23.36,15,17,3,1,6,0.9,6,10,4,6,9.77,0
41,3,23,77.35,24,0,66,37,0.18,42.05,11,13,22,1,14,4.68,0,6,15,7,8.7,1
60,25,10,289.19,17,0,39,98,0.72,56.86,16,11,0,0,10,2.93,8,4,5,3,9.5,0
59,14,2,329.7,38,1,97,89,0.74,18.1,19,22,0,1,1,3.06,4,0,13,3,10.33,0
40,27,28,229.37,32,0,47,75,0.16,9.96,19,2,2,0,0,0.59,12,6,20,0,14.96,1
30,118,29,299.62,34,1,35,5,0.2,56.88,30,24,10,1,11,0.73,4,7,3,4,10.43,1
12,58,16,478.34,4,1,53,57,0.79,63.02,39,15,6,1,14,1.49,4,10,18,0,11.65,0
16,101,13,323.55,7,0,146,54,0.09,69.63,29,22,14,0,10,0.6,5,10,9,5,6.6,0
35,61,14,393.6,20,0,20,115,0.48,50.97,30,28,12,1,11,3.47,2,9,15,2,10.23,0
23,34,24,196.47,11,1,81,70,0.93,55.01,22,10,7,0,5,1.16,10,0,6,3,11.26,1
36,86,2,99.71,12,0,47,80,0.58,9.23,33,6,20,0,14,1.35,1,7,17,4,11.21,0
15,76,4,390.81,34,0,94,33,0.73,26.24,1,23,7,1,8,1.61,3,2,16,9,6.29,0
38,92,8,397.44,28,1,66,80,0.78,18.28,6,14,8,0,8,4.45,1,9,15,3,2.62,0
60,7,13,394.58,20,0,146,63,0.68,68.66,35,16,5,1,6,2.31,0,8,4,4,7.31,0
0,41,7,42.47,35,0,39,80,0.34,78.08,16,5,9,1,10,2.45,9,2,19,0,2.47,0
4,53,13,230.18,20,1,149,5,0.42,69.57,39,28,12,0,15,5.54,15,8,0,10,5.19,0
42,62,10,241.98,10,1,71,102,0.42,22.92,15,2,14,1,1,2.69,11,6,16,4,3.18,0
41,95,20,411.38,14,1,92,52,0.54,80.09,19,30,13,0,4,4.58,7,3,18,1,12.2,0
40,71,4,218.67,30,1,141,80,0.2,38.26,5,13,25,1,6,4.66,3,9,17,2,14.47,0
42,41,14,408.62,1,0,32,67,0.92,32.89,16,12,23,0,12,4.08,5,7,19,0,7.32,0
16,45,3,75.29,24,1,122,62,0.34,29.55,16,27,12,1,3,3.63,11,8,4,0,1.01,0
45,110,1,400.14,17,1,69,117,0.17,69.21,17,1,23,1,6,3.08,5,5,7,3,5.27,0
29,112,14,35.51,20,0,2,109,0.13,71.52,32,20,5,0,14,4.34,15,9,12,5,10.04,0
58,17,1,197.36,14,0,27,89,0.72,45.42,2,4,2,1,2,4.54,7,3,14,3,3.72,0
24,17,6,208.59,1,1,114,13,0.05,89.66,34,5,11,0,5,5.25,7,2,18,8,9.75,0
45,30,16,198.19,17,1,72,73,0.64,17.35,34,14,23,0,3,5.49,6,2,20,8,6.4,0
39,104,16,79.25,29,0,80,2,0.84,20.95,28,15,20,1,14,5.19,7,3,12,8,12.7,0
37,50,9,475.69,6,0,111,66,0.5,52.76,37,12,9,0,5,3.31,5,4,2,7,9.66,0
60,102,21,317.96,15,0,1,36,0.58,37.7,25,15,5,1,1,0.96,13,9,6,5,3.44,1
58,15,0,463.68,34,1,32,109,0.64,49.5,31,20,21,0,12,4.16,0,2,20,7,13.17,0
30,12,21,385.68,12,1,86,74,0.18,71.6,27,29,1,1,0,5.58,8,3,10,0,12.76,1
28,74,13,404.11,27,1,144,35,0.54,26.75,19,14,19,0,8,3.42,5,0,2,8,11.05,0
0,103,26,396.84,11,1,41,62,0.41,88.8,40,4,18,1,3,2,0,7,14,6,4.1,1
27,116,26,245.74,38,0,5,10,0.83,17.25,19,11,24,1,8,3.71,10,10,10,3,7.18,1
35,64,21,418.57,20,1,105,49,0.87,89.37,14,20,22,0,4,6,6,1,15,5,4.67,1
47,64,15,103.29,39,1,148,101,0.28,69.6,37,10,0,0,3,1.59,15,3,7,7,6.57,0
15,101,8,445.68,8,1,57,117,0.09,28.66,26,19,24,0,10,3.18,14,7,3,3,13.13,0
44,114,28,362.69,7,0,10,26,0.96,56.05,25,30,18,1,15,5.67,8,3,2,6,5.07,1
45,112,9,61.06,40,1,23,10,0.04,49.34,36,27,4,0,15,1.67,4,7,15,9,7.58,0
43,6,22,241.14,10,0,114,83,0.87,2.84,1,24,19,1,7,3.91,10,5,4,3,6.62,1
3,14,24,162.82,40,0,4,120,0.66,89.42,17,24,18,1,14,2.59,10,5,20,1,1.64,1
35,112,13,240.52,37,0,145,54,0.68,68.05,17,22,17,0,9,4.1,10,3,10,0,8.93,0
1,87,7,424.45,26,0,106,68,0.11,69.52,7,10,24,0,11,4.27,2,0,8,4,5.79,0
6,41,24,128.79,30,0,12,106,0.65,85.63,28,24,24,1,14,4.93,1,9,10,9,14.54,1
13,24,24,127.51,22,1,69,65,0.46,72.16,23,22,15,0,0,1.56,12,3,15,1,5.67,1
23,21,16,446.1,26,0,20,17,0.68,50.33,31,2,2,0,2,1.09,5,6,16,4,1.33,0
5,118,25,477.89,39,1,104,37,0.92,75.01,27,13,7,0,3,1.31,5,8,20,5,1.65,1
29,67,21,211.67,27,1,14,92,0.19,51.53,2,30,24,0,4,4.86,6,2,11,7,1.72,1
25,81,19,273.87,4,0,106,104,0.48,34.66,23,14,1,1,8,3.94,3,2,1,7,12.48,0
46,51,23,294.13,13,1,36,100,0.13,13.87,25,22,14,1,8,4.08,7,5,11,2,12.22,1
20,29,10,280.71,7,0,41,53,0.75,31.36,15,18,10,1,15,0.84,11,6,5,10,6.61,0
13,104,23,220.45,2,1,99,7,0.08,22.87,32,1,14,1,14,0.8,2,1,11,6,6.11,1
58,119,9,219.87,6,1,22,83,0.5,49.98,27,4,10,0,9,1.08,12,3,19,7,9.5,0
22,26,6,463.02,1,1,65,98,0.94,28.48,14,7,10,0,4,3.25,2,8,7,9,3.98,0
45,104,16,213.59,39,0,20,85,0.6,7.1,17,29,18,1,11,5.36,15,5,0,10,7.1,0
53,80,4,413.83,18,1,75,112,0.63,4.67,21,14,2,1,6,4.15,9,3,4,5,12.88,0
12,72,25,101.1,3,0,6,106,0.79,37.28,23,22,16,0,5,4.95,8,10,10,9,9.62,1
4,60,26,166.08,33,0,40,11,0.79,52.24,26,1,10,1,0,2.73,0,8,19,6,12.96,1
33,35,1,472.05,5,1,54,1,0.49,67.54,3,15,7,1,11,5.11,6,8,19,7,5.94,0
27,28,15,378.38,40,1,105,116,0.9,89.49,27,13,19,1,3,2.39,1,2,4,0,4.9,0
29,11,27,410.03,32,0,6,4,0.26,79.52,30,19,9,0,11,4.93,10,9,19,10,8.21,1
48,61,9,426.02,37,0,81,115,0.94,6.2,32,0,21,0,8,1.89,10,10,0,2,1.23,0
13,105,30,392.87,18,0,85,72,0.23,87.85,37,1,13,1,10,0.94,6,4,7,2,7.87,1
46,17,4,85.37,14,1,43,88,0.62,68.12,0,1,2,1,1,0.61,7,8,13,7,10.9,0
40,1,16,427.95,36,1,148,14,0.43,76.94,15,16,16,0,9,3.51,0,10,7,6,6.05,0
28,7,25,174.39,1,0,150,9,0.95,29.37,7,11,15,1,10,2.42,15,0,10,6,7.21,1
34,64,3,381.72,16,0,80,105,0.33,13.76,16,10,0,0,15,4.79,5,6,0,8,3.71,0
26,80,11,56.42,22,0,12,48,0.84,43.15,15,25,8,0,15,5.16,7,1,1,1,8.51,0
7,39,14,352.71,36,1,41,93,0.6,40.51,2,11,4,0,8,5.79,2,8,10,3,5.24,0
0,17,5,342.52,9,0,86,22,0.14,3.4,32,20,25,0,1,4.37,1,0,1,1,8.18,0
43,51,5,39.79,21,1,116,79,0.12,37.82,31,19,4,0,9,4.59,12,9,14,5,12.98,0
21,6,5,147.22,8,1,34,84,0.1,67.16,13,30,2,0,5,5.83,12,1,4,1,5.13,0
42,15,15,138.47,16,1,105,103,0.58,54.73,37,30,16,0,5,1.43,7,3,11,6,5.94,0
34,54,19,214.42,34,1,97,56,0.62,65.18,21,4,9,1,3,4.98,15,9,16,1,10.42,0
40,11,29,437.43,8,0,22,66,0.04,86.05,12,0,6,1,10,0.66,15,6,3,4,9.44,1
33,117,9,365.32,33,1,76,32,0.89,30.31,38,18,13,0,2,2.89,3,9,14,8,9.45,0
11,94,12,99.06,11,1,148,47,0.55,77.11,35,22,20,1,9,2.6,10,6,7,3,13.82,0
44,22,21,105.2,28,1,41,89,0.4,49.35,14,30,18,1,8,4.12,11,3,18,0,9.41,1
0,101,28,367.72,27,0,72,112,0.8,74.07,21,24,6,1,0,4.77,13,3,2,3,11.6,1
8,21,24,79.45,31,1,87,30,0.2,17.25,11,9,17,1,3,3.36,9,6,3,3,1.27,1
35,66,29,398.88,1,1,53,46,0.35,60.92,33,30,19,1,4,2.51,15,4,3,4,4.86,1
7,75,29,73.79,6,1,53,50,0.93,40.89,23,26,9,1,1,4.75,0,6,20,7,10.37,1
12,17,26,182.11,29,0,94,25,1,49.47,28,6,1,1,14,4.5,1,6,9,2,12.17,1
59,97,17,405.21,22,0,28,102,0.64,83.39,19,19,11,0,14,4.9,3,4,3,10,13.07,0
47,118,1,32.05,24,1,96,19,0.05,64.65,5,6,17,1,11,3.35,11,9,15,0,12.84,0
42,27,4,162.13,2,0,144,81,0.08,31.48,40,28,1,0,13,1.22,11,9,4,4,1.55,0
36,88,27,69.41,32,1,121,111,0.29,89.03,25,6,12,1,3,3.99,8,1,12,10,7.79,1
38,46,14,491.5,40,0,100,30,0.95,68.84,16,14,12,1,0,2.78,6,10,10,4,4.31,0
17,39,4,299.87,16,0,18,118,0.45,83.15,26,29,23,1,12,0.98,15,10,18,5,14.44,0
58,85,23,133.42,21,1,126,66,0.78,2.67,18,4,13,1,6,4.37,10,6,1,8,8.18,1
21,111,30,424.39,10,1,28,13,0.09,6.78,0,9,7,0,7,5.79,14,3,8,1,14.8,1
59,44,15,272.2,0,1,119,6,0.04,84.57,14,13,18,0,2,4.68,4,9,9,10,1.54,0
33,29,0,453.8,38,0,68,34,0.41,54,2,15,14,0,5,2.01,10,0,3,7,9.48,0
20,2,29,428.39,32,1,60,28,0,24.05,22,14,7,0,6,1.63,5,4,10,8,1.17,1
37,11,26,86.19,5,1,77,73,0.13,71.54,24,3,18,1,14,0.97,0,10,0,2,1.85,1
43,111,10,434.26,0,1,123,109,0.45,3.47,27,14,1,1,11,4.27,13,8,13,3,3.31,0
1,24,15,491.9,16,1,138,77,0.5,79.64,37,20,22,0,2,5.94,1,6,7,4,4.89,0
7,107,28,365.76,5,0,90,24,0.11,68.2,20,23,20,0,8,4.7,9,6,13,9,5.42,1
12,118,29,113.23,10,1,1,23,0.96,43.55,24,26,10,1,3,5.91,10,3,11,1,13.43,1
42,13,7,395.21,28,0,81,106,0.75,60.76,17,7,12,0,5,4.52,9,6,2,10,6.64,0
27,106,2,109.74,38,1,73,94,0.75,63.8,21,5,3,1,0,5.64,3,10,14,1,9.69,0
35,80,18,295.22,17,0,19,16,0.61,73.68,14,22,24,0,5,5.83,3,9,19,8,4.14,0
7,82,16,124.86,34,0,3,69,0.08,12.8,25,12,4,0,14,4.87,13,10,1,5,8.39,0
35,91,5,353.87,3,1,99,66,0.93,76.98,1,26,15,0,4,4.16,0,3,0,1,2.79,0
11,78,25,228.86,23,1,43,72,0.6,79.38,19,10,21,0,11,3.35,4,9,8,5,11.79,1
45,112,5,150.8,35,0,133,51,0.31,7.89,35,8,19,1,1,4.47,7,0,16,5,2.83,0
51,78,13,225.92,28,1,12,48,0.56,74.76,11,15,18,1,10,4.95,4,9,11,3,9.17,0
16,92,1,219.27,9,0,26,84,0.79,39.48,30,26,25,0,3,3.91,15,1,11,3,1.05,0
17,88,19,207.66,21,1,98,6,0.63,50.56,6,5,4,0,8,4.36,12,7,5,2,3.27,0
30,26,27,464.4,9,1,108,46,0.49,28.54,0,28,6,1,13,3.86,9,9,5,8,10.86,1
1,104,1,164.92,9,0,13,32,0.97,41.21,8,25,23,0,5,4.92,12,7,14,3,2.28,0
0,36,18,415.02,37,0,26,91,0.65,85.29,14,21,11,0,5,3.22,7,8,7,10,14.92,0
34,73,21,319.41,32,0,78,53,0.87,71.83,17,9,8,0,13,2.55,2,8,11,1,8.46,1
3,76,13,61.74,34,0,88,92,0.6,88.8,36,21,9,1,2,3.4,3,7,11,7,1.71,0
19,71,20,461.87,1,1,59,90,0.76,84.73,26,19,0,0,14,0.77,10,1,15,6,11.62,0
18,57,30,478.5,24,1,112,113,0.73,32.37,37,22,22,1,14,4.95,15,9,15,8,5.85,1
51,2,30,434,9,1,119,106,0.48,21.54,14,22,16,1,10,0.62,13,0,14,2,9.93,1
17,27,13,242.9,3,0,114,6,0.93,83.29,13,13,6,0,11,0.51,6,5,20,10,5.66,0
46,17,3,428.97,24,1,65,97,0.96,83.06,34,16,12,1,13,3.81,13,0,0,0,12.97,0
44,117,0,492.65,0,1,141,51,0.07,30.11,0,20,22,1,8,5.23,10,3,18,10,5.52,0
26,20,7,237.83,16,0,39,10,0.13,65.68,21,21,12,0,10,5.78,7,1,7,7,10.71,0
9,58,30,405.43,14,1,106,27,0.27,32.51,0,15,10,0,1,5.97,9,5,7,6,4.19,1
36,32,18,159.59,22,1,102,95,0.18,31,30,1,15,0,4,3.6,11,5,5,7,6.65,0
20,89,5,332.26,20,0,16,26,0.35,46.55,5,23,11,1,12,5.59,12,4,2,2,1.88,0
4,45,22,361.65,36,1,127,61,0.1,66.19,13,19,6,0,4,5.29,1,0,10,4,6.66,1
52,15,2,178.24,33,1,10,119,0.18,34.9,23,5,25,1,9,5.99,13,6,12,9,9.38,0
12,2,6,68.51,39,0,21,21,0.03,31.97,3,28,13,1,6,3.3,13,4,11,5,4.94,0
36,106,1,297.41,30,1,145,77,0.76,32.91,32,2,9,1,2,0.92,13,0,10,5,11.59,0
32,51,6,259.78,27,0,33,78,0.3,26.82,14,27,22,0,13,0.53,7,9,20,5,14.49,0
44,70,10,440.44,36,1,136,68,0.55,17.62,20,27,5,1,5,2.58,0,2,3,0,12.88,0
25,66,20,261.65,2,1,64,10,0.24,49.25,21,25,2,1,8,5.7,3,10,13,2,8.48,0
34,38,29,371.03,10,0,139,4,0.3,12.5,18,0,17,1,12,2.44,13,6,1,10,8.46,1
41,11,17,266.46,6,1,91,35,0.02,10.65,28,22,12,0,15,5.06,10,0,7,5,14.91,0
8,54,21,416.54,37,1,134,37,0.74,40.49,0,11,5,0,4,2.23,13,1,16,7,8.22,1
46,23,9,253.78,39,1,130,63,0.46,53.91,1,6,15,1,7,5.18,2,10,17,0,13.72,0
17,101,10,395.17,28,0,90,62,0.47,23.11,8,24,20,0,7,4.93,7,4,19,6,8.91,0
55,120,13,488.95,12,0,108,53,0.12,37.49,27,12,2,0,5,2.24,5,6,1,7,8.33,0
0,50,13,118.34,37,0,10,99,0.67,41.58,9,29,25,1,6,3.28,12,4,19,7,8.39,0
22,94,16,469.1,33,0,74,71,0.09,5.53,20,0,17,0,12,2.34,10,7,17,7,4.11,0
41,93,16,50.64,6,1,105,87,0.67,19.7,20,26,5,0,14,4.31,9,1,1,9,7.96,0
26,109,13,94.45,15,1,86,8,0.74,81.74,23,7,18,0,1,4.13,4,5,14,5,14.09,0
8,13,2,403.37,3,0,55,103,0.88,26.96,33,13,6,0,6,2.06,7,6,17,9,13.42,0
34,65,2,68.41,17,0,63,39,0.89,48.46,14,26,2,0,3,1.04,2,10,2,8,6.81,0
33,94,20,385.07,5,0,117,27,0.69,33.36,24,20,13,1,11,4.71,2,7,15,0,11.52,0
51,117,6,434.54,31,0,125,5,0.44,78.44,1,9,22,1,8,0.54,5,7,11,5,1.74,0
5,86,17,175.61,40,0,51,79,0.26,59.48,34,11,25,1,3,0.65,2,10,17,1,11.84,0
6,117,21,182.3,2,0,56,93,0.41,57.47,40,0,10,1,2,4.08,11,6,1,0,5.25,1
41,86,9,426.75,7,0,85,3,0.83,16.63,14,7,24,1,5,2.3,2,9,3,0,5.39,0
29,4,16,144.11,0,1,129,10,0.32,82.15,10,21,9,0,14,1.16,4,0,0,8,7.19,0
13,100,7,44.19,21,1,26,2,0.65,61.52,27,22,3,0,13,1.01,1,7,7,2,2.37,0
18,116,8,202.17,28,0,17,62,0.46,41.68,32,14,21,0,14,2.67,4,3,17,1,7.97,0
6,41,10,184.38,24,1,34,94,0.05,29.38,34,4,2,1,14,0.55,12,0,8,9,4.88,0
5,91,11,63.3,29,1,20,110,0.09,85.23,35,18,1,1,5,1.71,7,5,13,0,10.4,0
7,31,16,192.98,32,0,32,32,0.12,75.98,37,3,1,0,4,5.42,14,1,15,3,14.77,0
41,89,27,136.46,7,1,25,42,0.99,46.54,40,21,16,1,7,4.4,9,6,17,0,9.62,1
38,101,6,77.78,39,0,96,0,0.06,10.85,20,13,22,0,11,2.53,13,4,9,10,6.68,0
60,69,28,87.3,0,0,58,50,0.3,15.55,9,14,15,1,11,1.45,11,7,2,2,6.57,1
34,63,27,252.84,32,0,145,20,0.65,20.83,5,12,9,0,5,1.76,11,0,11,4,12.42,1
10,86,17,376.01,0,1,45,117,0.59,69.87,16,30,16,0,1,3.44,12,2,18,6,8.41,0
55,31,18,297.13,21,0,17,55,0.86,63.57,5,21,15,1,5,5.58,1,5,6,9,7.76,0
41,25,28,55.19,5,0,57,100,0.94,81.57,0,27,21,0,8,2.99,7,3,20,6,11.66,1
19,101,26,79.01,28,1,62,61,0.51,87.15,24,2,15,1,3,4.62,10,0,14,7,14.31,1
26,83,21,176.47,5,0,99,48,0.19,75.11,33,21,18,0,14,4.32,13,8,8,10,3.21,1
58,93,7,75.76,19,1,2,112,0.62,8.59,15,4,1,1,7,5.02,6,10,18,2,11.33,0
56,85,2,282.42,0,1,26,4,0.09,4.12,10,30,2,0,3,5.99,14,1,15,9,5.89,0
57,2,18,54.8,26,1,45,52,0.69,40.36,5,27,20,1,8,0.85,8,0,3,5,4.02,0
54,65,7,203.72,4,1,127,34,0.94,43.33,36,1,16,1,15,1.07,13,6,1,6,12.83,0
45,52,9,165.91,26,1,115,2,0.8,35.42,23,17,0,0,8,3.9,1,10,18,1,3.92,0
51,113,3,334.27,6,0,62,75,0.66,35.57,38,7,14,0,6,0.78,15,5,6,7,8.27,0
40,36,12,109.86,37,0,99,36,0.52,16.56,12,22,6,1,14,3.22,2,4,4,9,1.6,0
7,15,12,111.45,13,0,81,64,0.34,38.82,19,15,0,1,14,3.79,3,9,6,0,9.93,0
8,87,14,225.34,21,1,66,99,0.24,65.77,14,3,16,0,5,2.16,5,0,9,1,4.48,0
21,114,6,69.24,3,1,135,59,0.48,67.06,6,19,3,0,1,3.19,2,7,3,9,13.7,0
44,44,5,333.91,26,0,3,67,0.88,64.44,31,9,10,1,15,4.44,13,0,4,8,10.73,0
45,103,10,207.93,13,0,20,11,0.34,14.01,39,30,21,0,10,2.45,0,3,0,4,10.63,0
0,47,30,156,35,0,1,44,0.58,63.84,7,13,24,0,14,2.33,13,2,19,9,1.02,1
1,11,4,103.4,17,0,145,4,0.14,24.72,6,20,23,1,12,4.78,2,5,3,3,4.07,0
4,110,5,232.75,17,0,4,8,0.07,85.91,2,15,5,0,0,2.12,5,3,5,5,8,0
46,118,21,51.86,30,1,44,46,0.87,70.62,0,15,15,0,2,3.74,13,6,5,6,8.8,1
55,78,27,362.25,35,0,82,29,0.68,71.91,1,19,17,1,15,4.33,0,1,8,2,9.02,1
56,55,4,218.01,9,0,125,37,0.45,7.72,10,30,21,1,10,4.5,1,9,3,9,9.79,0
32,74,11,217.29,39,0,65,61,0.81,32.46,10,3,20,0,8,0.74,2,1,13,10,2.25,0
19,17,14,219.26,2,1,6,1,0.16,18.51,26,26,9,0,15,5.45,4,3,20,2,1.37,0
49,65,29,95.87,0,1,10,109,0.1,3.72,37,21,13,0,7,1.65,8,9,1,7,8.68,1
44,20,13,465.16,18,1,47,42,0.17,74.48,39,15,12,1,14,1.87,1,10,4,7,2.24,0
37,16,27,357.95,6,0,69,25,0.52,57.69,17,21,18,0,12,3.28,13,3,7,3,6.4,1
15,101,12,246,0,1,61,25,0.24,18.2,4,26,22,1,11,0.7,11,4,13,3,6.4,0
51,15,6,36.49,28,0,15,38,0.63,59.86,6,7,0,1,14,5.23,13,7,16,0,1.12,0
11,31,23,151.06,19,0,43,8,0.21,42.13,36,25,25,1,11,4.04,13,7,0,0,13.4,1
60,5,14,303.02,37,0,11,26,0.72,17.26,11,17,15,0,6,3.4,14,0,14,10,7.8,0
12,107,8,226.1,3,1,134,97,0.9,31.59,20,18,18,1,7,5.39,8,3,2,5,4.45,0
22,57,0,332.4,17,0,98,106,0.45,60.82,10,4,25,1,5,5.63,12,4,20,0,10.5,0
16,97,19,61.82,5,1,138,6,0.08,72.64,3,15,13,1,3,1.56,10,1,15,0,3.98,0
49,118,3,431.97,38,0,74,23,0.71,78.35,23,24,17,0,11,1.85,5,3,7,8,14.25,0
18,92,22,109.14,31,1,34,25,0.57,15.23,1,18,22,1,10,0.51,15,10,4,0,8.77,1
50,57,10,482.85,12,1,129,105,0.92,68.94,28,29,12,0,14,2.43,9,3,15,6,1.04,0
48,91,7,463.18,16,1,139,113,0.12,67.81,14,19,18,1,5,4.41,15,7,8,8,10.26,0
49,66,14,299.28,27,0,74,37,0.13,34.59,21,14,1,1,10,2.68,3,6,19,2,3.44,0
18,5,11,157.18,40,0,72,12,0.89,48.65,36,16,18,1,5,2.14,10,8,2,3,5.67,0
54,7,6,44.72,36,0,148,76,0.2,3.63,19,16,3,0,3,4.28,0,5,14,3,4.95,0
20,98,24,356.28,30,1,64,20,0.91,32.1,19,15,19,1,15,5.33,5,9,9,7,7.06,1
50,67,5,163.12,36,0,108,37,0.74,86.21,6,26,16,0,10,5.12,13,7,10,2,5.05,0
24,98,5,480.64,8,1,82,105,0.44,63.88,21,27,17,1,6,3.62,13,9,20,10,2.25,0
60,28,30,89.45,16,1,39,62,0.39,49.74,39,23,8,0,12,0.93,3,1,4,7,6.5,1
4,74,21,370,3,1,142,61,0.58,29.85,37,0,10,0,9,5.94,4,1,6,4,12.47,1
27,32,15,54.13,23,0,58,99,0.98,12.53,19,0,13,1,9,3.22,3,8,7,6,8.06,0
8,71,15,472.07,6,0,100,97,0.78,68.46,36,27,9,1,11,2.46,7,5,0,8,9.34,0
38,27,30,189.97,28,0,138,45,0.78,84.78,2,12,4,1,7,3.82,6,7,2,3,13.43,1
1,112,30,337.1,36,0,127,93,0.1,16.14,33,27,18,0,15,3.92,15,5,1,10,11.82,1
31,42,24,495.56,3,0,28,56,0.24,35.1,24,15,8,1,7,3.71,12,1,14,7,5.61,1
9,30,18,202.07,3,1,106,28,0.31,75.68,31,17,11,1,2,2.4,4,1,15,1,8.33,0
32,62,29,471.34,17,1,8,24,0.28,66.5,0,10,21,0,5,2.77,11,2,3,9,3.74,1
32,38,13,187.73,0,1,45,46,0.55,40.11,22,16,12,1,7,2.44,4,9,17,7,12.01,0
8,92,9,102.48,40,0,115,61,0.15,54.4,23,18,25,0,13,4.45,2,10,16,5,11.32,0
8,20,21,165.14,15,1,41,12,0.87,32.22,33,1,22,0,2,2.76,3,8,11,9,3.43,1
39,19,11,499.83,2,1,149,110,0.01,81.26,13,24,22,0,15,0.97,5,10,20,7,13.55,0
28,53,14,37.12,1,1,10,103,0.54,16.35,35,7,10,1,14,2.59,12,4,3,0,12.63,0
32,44,8,167.8,27,1,4,100,0.35,34.41,0,16,23,0,0,3.29,12,0,8,6,14.31,0
28,45,0,136.15,13,0,147,108,0.63,6.07,13,8,13,0,11,4.02,7,10,12,9,7.56,0
39,101,0,98.97,27,1,57,21,0.9,39.57,21,10,12,0,8,5.63,5,3,6,1,11.37,0
20,52,27,331.53,2,0,108,42,0.67,18.63,37,8,17,1,3,4.08,10,8,12,10,3.89,1
14,115,13,314.62,28,0,102,81,0.08,25.53,16,10,2,0,9,2.75,1,4,1,10,7.82,0
10,8,0,336.08,11,1,54,70,0.2,23.56,27,3,22,0,10,1.06,9,10,19,2,11.59,0
18,54,6,348.55,3,1,48,48,0.62,29.78,22,8,21,1,0,5.18,12,4,11,2,1.63,0
44,67,7,473.47,8,0,37,45,0.57,24.69,22,27,16,0,5,3.15,10,3,14,9,11.72,0
2,68,19,282.83,34,0,84,44,0.48,82.5,16,17,24,0,13,5.47,9,3,10,10,9.87,0
39,2,25,234.33,8,0,70,119,0.77,18.5,7,0,5,0,12,4.7,15,5,15,4,2.61,1
52,61,0,346.36,37,1,33,23,0.03,70.97,11,7,9,1,3,2.05,13,0,0,2,12.83,0
3,117,24,73.34,16,0,83,74,0.74,13,2,6,8,1,4,5.77,11,2,15,3,2.19,1
33,70,21,372.61,36,1,1,96,0.31,21.83,18,25,13,0,2,4.83,7,4,1,6,4.32,1
8,81,11,300.32,36,0,108,87,0.69,39.21,14,6,5,1,12,4.24,5,8,12,8,11.14,0
18,38,11,185.33,2,0,106,69,0.19,54.65,25,0,7,0,11,1.79,3,3,4,0,12.95,0
41,9,23,101.07,36,1,82,101,0.45,25.22,37,4,14,0,1,1,2,6,2,5,1.06,1
46,47,23,472.55,7,0,54,44,0.12,86.21,13,13,7,0,7,1.49,0,3,17,5,12.9,1
5,51,3,42.02,35,0,99,63,0.24,80.87,5,24,4,1,13,5.93,4,10,12,9,14.79,0
18,44,8,434.63,34,1,54,6,0.41,81,40,24,3,1,11,5.12,12,10,9,3,14.24,0
59,34,21,282.69,14,0,54,28,0.03,17.08,19,21,15,1,1,5.02,1,8,14,1,12.16,1
14,88,17,85.22,8,1,55,52,0.25,38.01,12,29,15,0,10,3.11,13,10,0,9,5.3,0
50,41,22,341.23,34,1,147,109,0.23,47.77,35,22,8,0,9,3.43,5,7,8,1,7.27,1
11,104,17,266.76,26,1,111,74,0.59,38.86,23,19,2,1,5,4.74,14,9,17,8,11.42,0
30,75,2,110.9,27,0,27,21,0.6,74.65,5,30,6,1,9,2.76,15,6,2,7,10.98,0
38,106,25,375.05,39,0,4,66,0.46,50.54,38,1,4,1,13,4.47,5,10,8,9,8.75,1
49,55,22,66.16,11,1,96,49,0.84,34.53,40,16,19,0,13,5.32,7,6,1,7,5.8,1
